-0.089250	0.003250	1
-0.279750	-0.832250	2
0.759500	-0.630250	1
-0.903250	-0.560000	2
-0.161750	0.456000	1
-0.747250	-0.837500	2
0.677000	-0.234000	1
0.742750	0.197750	2
-0.569750	0.229750	1
0.490000	0.435750	2
-0.267250	0.359750	1
0.165750	0.890500	2
0.788750	-0.225000	1
-0.496750	-0.223000	2
0.689750	-0.002750	1
0.740500	0.282750	2
-0.548000	0.320250	1
-0.848250	-0.445000	2
-0.548500	0.565250	1
0.129750	0.780750	2
0.684000	-0.759250	1
0.660500	0.262000	2
-0.568250	0.939500	1
0.945500	0.494750	2
0.216750	-0.884750	1
0.114500	0.861750	2
0.159750	-0.523000	1
0.678500	0.129250	2
0.986000	-0.335000	1
-0.522000	-0.691250	2
0.193250	-0.727000	1
0.480250	0.668750	2
0.419500	-0.031000	1
-0.865000	-0.905500	2
0.504750	-0.157500	1
0.554750	0.776250	2
-0.807000	0.787000	1
-0.367250	-0.624000	2
-0.173000	0.091250	1
0.417750	0.341500	2
0.341000	-0.687000	1
-0.275250	-0.367250	2
-0.529750	0.400250	1
0.551000	0.829750	2
0.504000	-0.958500	1
0.046750	0.811000	2
-0.288500	0.500500	1
0.764750	0.670500	2
0.548500	-0.690750	1
-0.469750	-0.308000	2
-0.981250	0.467500	1
0.211000	0.729250	2
0.078250	-0.385250	1
0.802250	0.465250	2
0.202250	-0.099750	1
0.622000	0.884750	2
-0.564250	0.692250	1
-0.439000	-0.234250	2
-0.797750	0.507250	1
-0.190000	-0.990500	2
0.707000	-0.357750	1
0.993750	0.037500	2
-1.000000	0.175250	1
-0.258250	-0.736750	2
0.584250	-0.493000	1
0.993750	0.112500	2
0.861750	-0.272750	1
0.183000	0.945000	2
0.910000	-0.592750	1
-0.830000	-0.342000	2
-0.349750	0.462000	1
0.680000	0.635250	2
-0.447750	0.418250	1
-0.855500	-0.012500	2
-0.849750	0.059250	1
0.338750	0.211000	2
-0.874000	0.344250	1
0.773250	0.537500	2
-0.191250	0.231000	1
0.276250	0.691000	2
0.807500	-0.394250	1
0.963000	0.408500	2
-0.591000	0.650500	1
-0.598250	-0.825250	2
-0.935500	0.878500	1
0.466250	0.968000	2
0.638250	-0.973250	1
-0.608500	-0.082500	2
0.309500	-0.895250	1
0.927250	0.508750	2
0.072000	-0.724250	1
-0.681000	-0.113500	2
0.347500	-0.594500	1
0.365250	0.058250	2
0.990500	-0.239750	1
0.384500	0.818250	2
-0.970750	0.906500	1
-0.050750	-0.305750	2
0.806250	-0.535250	1
0.960250	0.074500	2
0.706500	-0.181500	1
0.885250	0.972750	2
0.815500	-0.331250	1
0.900500	0.231000	2
0.240000	-0.384000	1
0.388500	0.393250	2
0.088250	-0.329750	1
0.358500	0.695500	2
0.093250	-0.181000	1
0.905500	0.184750	2
0.558000	-0.646750	1
0.512250	0.333000	2
0.327250	-0.261250	1
-0.134500	-0.328250	2
0.902750	-0.571250	1
-0.348500	-0.765750	2
0.538750	-0.281750	1
-0.108000	-0.915000	2
0.998750	-0.138500	1
0.945500	0.194750	2
-0.026250	0.956500	1
-0.907000	-0.880750	2
-0.694000	0.052250	1
-0.978250	-0.542250	2
0.031500	-0.880000	1
-0.801500	-0.597750	2
-0.623000	0.066500	1
-0.241750	-0.696500	2
0.282750	-0.962750	1
-0.560500	-0.535250	2
0.877500	-0.931500	1
-0.845250	-0.384250	2
0.941750	-0.235500	1
0.129000	0.065500	2
-0.841250	0.372750	1
0.938500	0.818500	2
-0.785250	0.666000	1
0.444250	0.360250	2
0.473000	-0.273750	1
-0.499750	-0.072250	2
0.511250	-0.013000	1
-0.639500	-0.923250	2
0.758500	-0.547500	1
-0.951500	-0.248000	2
0.793500	-0.648500	1
-0.819000	-0.262500	2
-0.393750	0.888000	1
0.885750	0.259250	2
0.007500	-0.051750	1
0.041500	0.837000	2
-0.783250	0.436000	1
0.172500	0.788500	2
0.692000	-0.109000	1
0.784500	0.188250	2
-0.288250	0.859250	1
0.638750	0.044000	2
0.121000	-0.866250	1
0.712000	0.565000	2
0.186750	-0.688000	1
-0.057750	-0.140250	2
0.513750	-0.222000	1
-0.103000	-0.909250	2
0.625750	-0.531750	1
0.557500	0.806000	2
0.200000	-0.995500	1
0.093500	0.832000	2
0.331500	-0.255750	1
0.664750	0.377500	2
0.116750	-0.696000	1
-0.708750	-0.084250	2
-0.808750	0.381500	1
-0.866500	-0.914750	2
-0.139750	0.779750	1
0.914000	0.555500	2
-0.671500	0.569500	1
0.075500	0.276500	2
-0.061750	0.549250	1
0.471750	0.614750	2
0.974250	-0.743250	1
0.947500	0.046500	2
-1.000000	0.830250	1
0.135250	0.332750	2
-0.008500	0.591750	1
0.393750	0.248250	2
0.542250	-0.537000	1
-0.498750	-0.642500	2
-0.069500	0.563750	1
-0.039000	-0.828750	2
-0.311250	0.234250	1
0.632000	0.790750	2
-0.161500	0.664750	1
0.267000	0.763750	2
-0.197500	0.913000	1
0.083750	0.434250	2
-0.551750	0.787250	1
0.475250	0.107000	2
-0.769500	0.343750	1
0.223000	0.917750	2
-0.388250	0.017000	1
0.131500	0.195500	2
-0.262250	0.621500	1
-0.293750	-0.166750	2
0.282250	-0.217500	1
-0.978000	-0.288250	2
-0.793000	0.176500	1
-0.157250	-0.925000	2
0.901500	-0.950000	1
-0.931500	-0.785500	2
0.939000	-0.644500	1
0.324500	0.014250	2
-0.819000	0.975000	1
0.096500	0.763000	2
-0.669500	0.582500	1
0.610750	0.559250	2
0.053000	-0.024750	1
-0.181000	-0.449500	2
-0.962000	0.736750	1
0.776500	0.956000	2
0.631250	-0.997000	1
0.029000	0.639000	2
0.839500	-0.679500	1
-0.994500	-0.017750	2
0.273000	-0.159750	1
-0.078750	-0.282250	2
0.977500	-0.226500	1
0.319250	0.715000	2
-0.251750	0.300000	1
-0.991500	-0.047000	2
0.421000	-0.278250	1
0.914000	0.893500	2
-0.246000	0.330750	1
-0.159750	-0.157250	2
-0.884250	0.894500	1
-0.764500	-0.263750	2
0.370250	-0.873750	1
-0.493500	-0.813500	2
-0.707250	0.905750	1
-0.796000	-0.466250	2
0.042250	-0.289500	1
0.104000	0.356250	2
-0.543750	0.901500	1
-0.448250	-0.785250	2
0.755250	-0.044750	1
0.351250	0.357750	2
0.782500	-0.411500	1
-0.874750	-0.681500	2
0.027250	-0.578250	1
-0.544750	-0.620000	2
-0.655750	0.579750	1
-0.581500	-0.367500	2
-0.032750	0.707250	1
0.192500	0.540000	2
0.052500	-0.748250	1
0.856500	0.527000	2
0.968000	-0.474500	1
0.125250	0.433750	2
0.666250	-0.094250	1
-0.272000	-0.195250	2
-0.088750	0.540000	1
0.156250	0.549500	2
0.987250	-0.464750	1
0.761500	0.038750	2
0.441000	-0.498250	1
0.410500	0.403750	2
0.147750	-0.183250	1
0.670500	0.718750	2
-0.704250	0.127500	1
-0.155500	-0.119000	2
0.081750	-0.505500	1
0.714250	0.606250	2
0.901750	-0.830000	1
0.522250	0.916000	2
0.027250	-0.235500	1
-0.312000	-0.132500	2
0.744500	-0.131750	1
0.227750	0.420000	2
-0.826250	0.365500	1
0.537750	0.476250	2
-0.307250	0.061000	1
0.736500	0.225500	2
-0.618500	0.954750	1
0.180750	0.426000	2
-0.861500	0.511750	1
-0.095500	-0.340750	2
-0.309500	0.746000	1
-0.169000	-0.956500	2
0.251500	-0.835000	1
-0.185250	-0.519250	2
0.217000	-0.560500	1
-0.320500	-0.867750	2
-0.752500	0.055500	1
0.216000	0.805500	2
-0.890750	0.016500	1
0.997750	0.184750	2
0.281750	-0.143500	1
-0.030750	-0.073000	2
-0.616250	0.170500	1
-0.084000	-0.279750	2
0.168500	-0.939500	1
0.837000	0.850250	2
-0.144250	0.454500	1
0.518500	0.338000	2
-0.892000	0.860750	1
-0.672000	-0.320500	2
-0.545500	0.633750	1
-0.949000	-0.046750	2
0.311750	-0.956500	1
0.494750	0.895250	2
0.062500	-0.573250	1
0.885250	0.852750	2
-0.995750	0.392500	1
0.398750	0.431000	2
-0.268500	0.167750	1
0.172750	0.236000	2
-0.163500	0.224000	1
0.391000	0.409750	2
0.658000	-0.941750	1
-0.869250	-0.401750	2
-0.265000	0.270000	1
-0.995250	-0.528000	2
0.760250	-0.627250	1
0.870500	0.895250	2
0.865000	-0.825500	1
0.653500	0.596500	2
0.052250	-0.491500	1
-0.458250	-0.705750	2
-0.637000	0.181750	1
0.517750	0.920500	2
-0.898000	0.141250	1
0.066250	0.035250	2
-0.546250	0.005750	1
0.973000	0.687000	2
0.872750	-0.067000	1
0.776500	0.518000	2
0.933000	-0.309750	1
0.118500	0.785250	2
-0.070000	0.684500	1
0.253000	0.070500	2
0.173500	-0.257250	1
-0.168250	-0.570500	2
-0.357750	0.175000	1
0.670750	0.843750	2
0.162500	-0.216750	1
-0.242000	-0.927250	2
0.697250	-0.480750	1
-0.499000	-0.899500	2
-0.240750	0.266250	1
0.723000	0.208750	2
-0.924000	0.636250	1
-0.814500	-0.622250	2
-0.824750	0.528500	1
0.928250	0.986500	2
-0.358000	0.715500	1
-0.662250	-0.022750	2
0.721750	-0.359500	1
0.223000	0.301750	2
0.670750	-0.030750	1
-0.109000	-0.725500	2
0.733750	-0.430750	1
0.108500	0.424750	2
-0.330000	0.543000	1
0.259500	0.726750	2
0.102750	-0.285750	1
0.303250	0.583500	2
0.582500	-0.326500	1
-0.382750	-0.670500	2
0.489750	-0.438000	1
0.567000	0.158250	2
0.552500	-0.416750	1
-0.361250	-0.806000	2
0.007750	-0.492750	1
0.215500	0.930000	2
0.478500	-0.856250	1
0.596750	0.522500	2
-0.757000	0.829000	1
-0.208000	-0.121000	2
-0.346500	0.686250	1
0.123500	0.543500	2
-0.121500	0.338250	1
0.595250	0.585500	2
-0.400000	0.649750	1
0.715750	0.788500	2
0.651500	-0.119000	1
0.196000	0.066750	2
0.708500	-0.108000	1
-0.141000	-0.665000	2
0.374500	-0.354250	1
-0.191750	-0.104500	2
0.958500	-0.967500	1
-0.171750	-0.429250	2
-0.212000	0.325500	1
-0.616250	-0.994250	2
0.496750	-0.230500	1
-0.184250	-0.906000	2
0.848000	-0.603250	1
0.408000	0.125750	2
-0.832500	0.856250	1
-0.731000	-0.427750	2
-0.993000	0.732750	1
-0.620250	-0.601750	2

